Rule,Customer,Product_Group,Recency,Avg_Price_L3Y,Revenue_L12,Customer_Size,l3y_volume,standard_cost,l12_sales_vol,Current_Price,Subrules,lnvolume,lnAvg_Price_L3Y,term.x,elasticity,pinc,pinc_constrained,node,segment,target_volume,target_price,elasticity_
4,2444269,Product_A,2.0,27.4,117.0,2017.26,8.32,10,2.8,30.14,,"2,11866225483312","3,31054301339402",lnAvg_Price_L3Y,"-0,507570374710529","0,650977575399","0,196968438617991",23.578846,0,2.1186622548331173,3.3105430133940246,-1.5277393273690447
4,2444871,Product_A,12.0,31.2,112.0,7181.36,35.1,10,11.7,34.32,,"3,55820113047182","3,44041809481544",lnAvg_Price_L3Y,"-0,507570374710529","0,630772719427723","0,196968438617991",32.562083,1,3.55820113047182,3.4404180948154366,-2.8273222818829042
4,2489754,Product_A,9.0,32.4,126.0,242.88,7.49,10,2.5,35.64,,"2,01356879752913","3,47815842279828",lnAvg_Price_L3Y,"-0,507570374710529","0,625376880698548","0,196968438617991",32.562083,1,2.0135687975291283,3.4781584227982836,-2.8273222818829042
4,2677851,Product_A,5.0,33.7,110.0,705.6,10.3,10,3.4,37.07,,"2,33214389523559","3,51749783735832",lnAvg_Price_L3Y,"-0,507570374710529","0,619965030578488","0,196968438617991",32.562083,1,2.33214389523559,3.517497837358316,-2.8273222818829042
4,2744055,Product_A,8.0,33.8,127.0,216.52,3.74,10,1.2,37.18,,"1,31908561142644","3,52046080248897",lnAvg_Price_L3Y,"-0,507570374710529","0,619565977451752","0,19696843861799",32.562083,1,1.3190856114264407,3.520460802488973,-2.8273222818829042
4,2377213,Product_A,2.0,35.9,116.0,10258.26,11.22,10,3.7,39.49,,"2,41769790009455","3,58073729549423",lnAvg_Price_L3Y,"-0,507570374710529","0,611699406482541","0,196968438617991",38.593114,2,2.4176979000945504,3.580737295494233,3.5486237915839074
4,2683416,Product_A,6.0,30.8,107.0,377.76,6.75,10,2.3,33.88,,"1,90954250488444","3,42751468997953",lnAvg_Price_L3Y,"-0,507570374710529","0,632664766774314","0,196968438617991",32.562083,1,1.9095425048844386,3.427514689979529,-2.8273222818829042
4,2744308,Product_A,6.0,16.0,108.0,1116.32,6.74,10,2.2,17.6,,"1,90805992492422","2,77258872223978",lnAvg_Price_L3Y,"-0,507570374710529","0,769175982830987","0,196968438617991",23.578846,0,1.9080599249242156,2.772588722239781,-1.5277393273690447
4,2645523,Product_A,8.0,31.1,102.0,247.78,6.98,10,2.3,34.21,,"1,94304891677428","3,43720781918519",lnAvg_Price_L3Y,"-0,507570374710529","0,631241168449225","0,196968438617991",32.562083,1,1.9430489167742813,3.4372078191851885,-2.8273222818829042
4,1996067,Product_A,8.0,30.7,119.0,1408.96,14.96,10,5.0,33.77,,"2,70537997254633","3,42426265459315",lnAvg_Price_L3Y,"-0,507570374710529","0,633145482386804","0,196968438617991",32.562083,1,2.7053799725463312,3.4242626545931514,-2.8273222818829042
4,1996371,Product_A,9.0,33.6,116.0,1982.99,14.69,10,4.9,36.96,,"2,68716699018579","3,51452606696916",lnAvg_Price_L3Y,"-0,507570374710529","0,620366459021459","0,196968438617991",32.562083,1,2.6871669901857858,3.5145260669691587,-2.8273222818829042
4,2429264,Product_A,12.0,28.9,104.0,11370.7,11.64,10,3.9,31.79,,"2,45444744230329","3,36384159511839",lnAvg_Price_L3Y,"-0,507570374710529","0,642367237942655","0,196968438617991",32.562083,1,2.454447442303292,3.3638415951183864,-2.8273222818829042
4,1996747,Product_A,7.0,33.9,127.0,126.82,3.74,10,1.2,37.29,,"1,31908561142644","3,5234150143864",lnAvg_Price_L3Y,"-0,507570374710529","0,619169278620741","0,19696843861799",32.562083,1,1.3190856114264407,3.5234150143864045,-2.8273222818829042
4,1997278,Product_A,2.0,35.3,119.0,1076.89,11.22,10,3.7,38.83,,"2,41769790009455","3,56388296393925",lnAvg_Price_L3Y,"-0,507570374710529","0,613851491458335","0,196968438617991",32.562083,1,2.4176979000945504,3.563882963939251,-2.8273222818829042
4,2017600,Product_A,5.0,27.0,112.0,663.51,14.96,10,5.0,29.7,,"2,70537997254633","3,29583686600433",lnAvg_Price_L3Y,"-0,507570374710529","0,653435242090245","0,196968438617991",23.578846,0,2.7053799725463312,3.295836866004329,-1.5277393273690447
4,2017680,Product_A,9.0,29.8,114.0,1466.15,11.23,10,3.7,32.78,,"2,41858876875035","3,39450839351136",lnAvg_Price_L3Y,"-0,507570374710529","0,637617105466738","0,196968438617991",32.562083,1,2.418588768750352,3.3945083935113587,-2.8273222818829042
4,2737419,Product_A,5.0,20.6,125.0,254.2,7.14,10,2.4,22.66,,"1,96571277635149","3,02529107579554",lnAvg_Price_L3Y,"-0,507570374710529","0,705738207014569","0,19696843861799",23.578846,0,1.965712776351493,3.0252910757955354,-1.5277393273690447
4,8991853,Product_A,7.0,31.7,122.0,1131.22,21.29,10,7.1,34.87,,"3,05823747890539","3,45631668088323",lnAvg_Price_L3Y,"-0,507570374710529","0,628474807035172","0,196968438617991",32.562083,1,3.058237478905388,3.456316680883235,-2.8273222818829042
4,2746631,Product_A,4.0,30.0,112.0,255.2,3.74,10,1.2,33.0,,"1,31908561142644","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,19696843861799",32.562083,1,1.3190856114264407,3.4011973816621555,-2.8273222818829042
4,8996178,Product_A,8.0,28.7,119.0,1365.62,7.9,10,2.6,31.57,,"2,06686275947298","3,35689712276558",lnAvg_Price_L3Y,"-0,507570374710529","0,643463280898771","0,19696843861799",32.562083,1,2.066862759472976,3.3568971227655755,-2.8273222818829042
4,2747670,Product_A,3.0,28.5,107.0,131.59,3.74,10,1.2,31.35,,"1,31908561142644","3,3499040872746",lnAvg_Price_L3Y,"-0,507570374710529","0,64457470691392","0,19696843861799",32.562083,1,1.3190856114264407,3.349904087274605,-2.8273222818829042
4,2734927,Product_A,12.0,30.0,112.0,230.2,3.74,10,1.2,33.0,,"1,31908561142644","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,19696843861799",32.562083,1,1.3190856114264407,3.4011973816621555,-2.8273222818829042
4,2003660,Product_A,7.0,42.1,119.0,2524.55,7.89,10,2.6,46.31,,"2,06559613485778","3,74004774068834",lnAvg_Price_L3Y,"-0,507570374710529","0,593053115199802","0,19696843861799",43.7125,3,2.065596134857783,3.7400477406883357,-0.9702708662341689
4,8994628,Product_A,9.0,31.2,117.0,116.63,3.74,10,1.2,34.32,,"1,31908561142644","3,44041809481544",lnAvg_Price_L3Y,"-0,507570374710529","0,630772719427725","0,19696843861799",32.562083,1,1.3190856114264407,3.4404180948154366,-2.8273222818829042
4,2721927,Product_A,3.0,34.2,110.0,388.46,3.22,10,1.1,37.62,,"1,16938135955632","3,53222564406856",lnAvg_Price_L3Y,"-0,507570374710529","0,617993101384945","0,196968438617991",32.562083,1,1.169381359556317,3.5322256440685598,-2.8273222818829042
4,2672646,Product_A,11.0,25.0,106.0,3719.11,7.48,10,2.5,27.5,,"2,01223279198639","3,2188758248682",lnAvg_Price_L3Y,"-0,507570374710529","0,666903255558259","0,196968438617991",23.578846,0,2.012232791986386,3.2188758248682006,-1.5277393273690447
4,2097593,Product_A,3.0,44.6,119.0,1611.21,13.71,10,4.6,49.06,,"2,61812549357422","3,79773385902602",lnAvg_Price_L3Y,"-0,507570374710529","0,587001094938609","0,196968438617991",43.7125,3,2.6181254935742233,3.7977338590260183,-0.9702708662341689
4,2742444,Product_A,12.0,36.0,118.0,117.72,3.27,10,1.1,39.6,,"1,18478998490916","3,58351893845611",lnAvg_Price_L3Y,"-0,507570374710529","0,611347700002702","0,196968438617991",38.593114,2,1.184789984909162,3.58351893845611,3.5486237915839074
4,2687500,Product_A,8.0,102.5,104.0,978.69,14.96,10,5.0,112.75,,"2,70537997254633","4,62986279857846",lnAvg_Price_L3Y,"-0,507570374710529","0,52943097174451","0,196968438617991",71.91619,7,2.7053799725463312,4.629862798578463,-0.012193749145252713
4,2745422,Product_A,7.0,35.0,120.0,419.1,3.43,10,1.1,38.5,,"1,23256026117785","3,55534806148941",lnAvg_Price_L3Y,"-0,507570374710529","0,614955203610204","0,196968438617991",32.562083,1,1.2325602611778486,3.5553480614894135,-2.8273222818829042
4,2743132,Product_A,10.0,30.0,125.0,584.03,4.16,10,1.4,33.0,,"1,42551507427317","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,196968438617991",32.562083,1,1.425515074273172,3.4011973816621555,-2.8273222818829042
4,2677822,Product_A,7.0,34.2,127.0,2626.82,35.26,10,11.8,37.62,,"3,56274917696972","3,53222564406856",lnAvg_Price_L3Y,"-0,507570374710529","0,617993101384945","0,196968438617991",32.562083,1,3.562749176969724,3.5322256440685598,-2.8273222818829042
4,2736968,Product_A,7.0,28.9,109.0,1216.37,25.72,10,8.6,31.79,,"3,24726889936942","3,36384159511839",lnAvg_Price_L3Y,"-0,507570374710529","0,642367237942657","0,196968438617991",32.562083,1,3.2472688993694185,3.3638415951183864,-2.8273222818829042
4,2507937,Product_A,5.0,30.4,120.0,1042.01,18.7,10,6.2,33.44,,"2,92852352386054","3,41444260841218",lnAvg_Price_L3Y,"-0,507570374710529","0,634606604840553","0,196968438617991",32.562083,1,2.928523523860541,3.414442608412176,-2.8273222818829042
4,2732521,Product_A,11.0,29.3,122.0,538.42,7.48,10,2.5,32.23,,"2,01223279198639","3,37758751602302",lnAvg_Price_L3Y,"-0,507570374710529","0,640220041161733","0,196968438617991",32.562083,1,2.012232791986386,3.3775875160230218,-2.8273222818829042
4,2074459,Product_A,8.0,32.8,127.0,4067.29,19.14,10,6.4,36.08,,"2,95178038602481","3,4904285153901",lnAvg_Price_L3Y,"-0,507570374710529","0,623666005003935","0,196968438617991",32.562083,1,2.9517803860248084,3.490428515390098,-2.8273222818829042
4,8993905,Product_A,8.0,32.0,124.0,3206.38,11.04,10,3.7,35.2,,"2,40152504084895","3,46573590279973",lnAvg_Price_L3Y,"-0,507570374710529","0,627130528285528","0,196968438617991",32.562083,1,2.401525040848949,3.4657359027997265,-2.8273222818829042
4,8994789,Product_A,6.0,30.9,114.0,15253.43,3.68,10,1.2,33.99,,"1,30291275218084","3,4307561839037",lnAvg_Price_L3Y,"-0,507570374710529","0,632187162589738","0,19696843861799",32.562083,1,1.3029127521808397,3.4307561839036995,-2.8273222818829042
4,2689305,Product_A,11.0,36.0,118.0,160.72,3.27,10,1.1,39.6,,"1,18478998490916","3,58351893845611",lnAvg_Price_L3Y,"-0,507570374710529","0,611347700002702","0,196968438617991",38.593114,2,1.184789984909162,3.58351893845611,3.5486237915839074
4,2621413,Product_A,4.0,32.3,121.0,1383.51,3.74,10,1.2,35.53,,"1,31908561142644","3,47506723022861",lnAvg_Price_L3Y,"-0,507570374710529","0,625811220658177","0,19696843861799",32.562083,1,1.3190856114264407,3.475067230228611,-2.8273222818829042
4,2745210,Product_A,6.0,34.0,127.0,447.16,3.74,10,1.2,37.4,,"1,31908561142644","3,52636052461616",lnAvg_Price_L3Y,"-0,507570374710529","0,618774913312268","0,19696843861799",32.562083,1,1.3190856114264407,3.5263605246161616,-2.8273222818829042
4,2733604,Product_A,12.0,34.7,122.0,2202.44,10.01,10,3.3,38.17,,"2,30358459332713","3,54673968695281",lnAvg_Price_L3Y,"-0,507570374710529","0,616078000122052","0,196968438617991",32.562083,1,2.303584593327129,3.5467396869528134,-2.8273222818829042
4,2670956,Product_A,6.0,28.3,106.0,319.02,7.48,10,2.5,31.13,,"2,01223279198639","3,34286180464919",lnAvg_Price_L3Y,"-0,507570374710529","0,645701842130697","0,196968438617991",32.562083,1,2.012232791986386,3.342861804649192,-2.8273222818829042
4,2731263,Product_A,7.0,26.8,108.0,678.4,14.97,10,5.0,29.48,,"2,70604819843154","3,28840188751681",lnAvg_Price_L3Y,"-0,507570374710529","0,654691586630169","0,196968438617991",23.578846,0,2.706048198431537,3.288401887516811,-1.5277393273690447
4,2707664,Product_A,2.0,28.8,123.0,535.89,7.48,10,2.5,31.68,,"2,01223279198639","3,3603753871419",lnAvg_Price_L3Y,"-0,507570374710529","0,642913356568358","0,196968438617991",32.562083,1,2.012232791986386,3.3603753871419,-2.8273222818829042
4,2379336,Product_A,7.0,31.5,122.0,2921.5,7.49,10,2.5,34.65,,"2,01356879752913","3,44998754583159",lnAvg_Price_L3Y,"-0,507570374710529","0,62938521804022","0,196968438617991",32.562083,1,2.0135687975291283,3.449987545831587,-2.8273222818829042
4,2535703,Product_A,10.0,32.6,126.0,2580.08,7.48,10,2.5,35.86,,"2,01223279198639","3,48431228837266",lnAvg_Price_L3Y,"-0,507570374710529","0,624516194766287","0,196968438617991",32.562083,1,2.012232791986386,3.484312288372662,-2.8273222818829042
4,2644488,Product_A,6.0,29.3,111.0,902.67,17.31,10,5.8,32.23,,"2,85128436918812","3,37758751602302",lnAvg_Price_L3Y,"-0,507570374710529","0,640220041161736","0,196968438617991",32.562083,1,2.851284369188118,3.3775875160230218,-2.8273222818829042
4,2685238,Product_A,4.0,30.0,125.0,3274.5,4.15,10,1.4,33.0,,"1,42310833424261","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,196968438617991",32.562083,1,1.423108334242607,3.4011973816621555,-2.8273222818829042
5,10117,Product_A,12.0,37.5,135.0,135.11,3.6,10,1.2,41.25,,"1,28093384546206","3,62434093297637",lnAvg_Price_L3Y,"-0,477099244879545","0,669212103115754","0,209545719040648",38.593114,2,1.2809338454620642,3.624340932976365,3.5486237915839074
5,2501588,Product_A,4.0,36.3,136.0,372.77,3.74,10,1.2,39.93,,"1,31908561142644","3,5918177412708",lnAvg_Price_L3Y,"-0,477099244879545","0,67321911538723","0,209545719040648",38.593114,2,1.3190856114264407,3.591817741270805,3.5486237915839074
5,2502498,Product_A,10.0,36.0,135.0,134.71,3.74,10,1.2,39.6,,"1,31908561142644","3,58351893845611",lnAvg_Price_L3Y,"-0,477099244879545","0,674262608166259","0,209545719040648",38.593114,2,1.3190856114264407,3.58351893845611,3.5486237915839074
5,2393718,Product_A,8.0,47.6,142.0,22620.22,22.98,10,7.7,52.36,,"3,13462427242061","3,86283276123737",lnAvg_Price_L3Y,"-0,477099244879545","0,643492724455202","0,209545719040648",48.407311,4,3.1346242724206097,3.8628327612373745,-1.1771120457188626
5,2016581,Product_A,3.0,48.2,140.0,1108.23,15.8,10,5.3,53.02,,"2,76000994003292","3,87535902105655",lnAvg_Price_L3Y,"-0,477099244879545","0,642304018116381","0,209545719040648",48.407311,4,2.760009940032921,3.8753590210565547,-1.1771120457188626
5,2393821,Product_A,2.0,36.1,144.0,851.31,14.7,10,4.9,39.71,,"2,68784749378469","3,58629286533884",lnAvg_Price_L3Y,"-0,477099244879545","0,673912850198773","0,209545719040648",38.593114,2,2.6878474937846906,3.586292865338835,3.5486237915839074
5,2394097,Product_A,11.0,38.2,140.0,856.29,14.5,10,4.8,42.02,,"2,67414864942653","3,64283551561253",lnAvg_Price_L3Y,"-0,477099244879545","0,666990938590925","0,209545719040648",38.593114,2,2.6741486494265287,3.6428355156125294,3.5486237915839074
5,15691,Product_A,8.0,32.3,128.0,19157.79,49.87,10,16.6,35.53,,"3,90941961955803","3,47506723022861",lnAvg_Price_L3Y,"-0,477099244879545","0,688726128821729","0,209545719040648",32.562083,1,3.9094196195580313,3.475067230228611,-2.8273222818829042
5,2019284,Product_A,9.0,44.9,135.0,218.03,3.0,10,1.0,49.39,,"1,09861228866811","3,80443779474821",lnAvg_Price_L3Y,"-0,477099244879545","0,649235049731127","0,209545719040648",43.7125,3,1.0986122886681098,3.8044377947482086,-0.9702708662341689
5,2036690,Product_A,8.0,36.0,135.0,5745.84,3.74,10,1.2,39.6,,"1,31908561142644","3,58351893845611",lnAvg_Price_L3Y,"-0,477099244879545","0,674262608166259","0,209545719040648",38.593114,2,1.3190856114264407,3.58351893845611,3.5486237915839074
5,2037299,Product_A,10.0,34.5,131.0,2488.26,7.51,10,2.5,37.95,,"2,01623546577604","3,54095932403731",lnAvg_Price_L3Y,"-0,477099244879545","0,679752287568982","0,209545719040648",32.562083,1,2.0162354657760435,3.5409593240373143,-2.8273222818829042
5,2511091,Product_A,7.0,36.2,135.0,3111.47,3.74,10,1.2,39.82,,"1,31908561142644","3,58905911883173",lnAvg_Price_L3Y,"-0,477099244879545","0,673565024595747","0,209545719040648",38.593114,2,1.3190856114264407,3.5890591188317256,3.5486237915839074
5,16574,Product_A,3.0,40.9,145.0,2086.28,23.29,10,7.8,44.99,,"3,14802408389625","3,71113006304876",lnAvg_Price_L3Y,"-0,477099244879545","0,659135789860958","0,209545719040648",38.593114,2,3.1480240838962494,3.711130063048756,3.5486237915839074
5,2403915,Product_A,2.0,45.4,141.0,709.0,6.93,10,2.3,49.94,,"1,93585981320181","3,8155121050473",lnAvg_Price_L3Y,"-0,477099244879545","0,648120126076642","0,209545719040648",43.7125,3,1.9358598132018119,3.8155121050473024,-0.9702708662341689
5,2633540,Product_A,8.0,38.1,143.0,650.12,3.74,10,1.2,41.91,,"1,31908561142644","3,64021428213266",lnAvg_Price_L3Y,"-0,477099244879545","0,667303250813202","0,209545719040648",38.593114,2,1.3190856114264407,3.6402142821326553,3.5486237915839074
5,2082538,Product_A,12.0,35.5,135.0,773.71,7.51,10,2.5,39.05,,"2,01623546577604","3,56953269648137",lnAvg_Price_L3Y,"-0,477099244879545","0,676040955015028","0,209545719040648",38.593114,2,2.0162354657760435,3.56953269648137,3.5486237915839074
5,2367899,Product_A,9.0,34.7,130.0,229.32,3.74,10,1.2,38.17,,"1,31908561142644","3,54673968695281",lnAvg_Price_L3Y,"-0,477099244879545","0,678992908285609","0,209545719040648",32.562083,1,1.3190856114264407,3.5467396869528134,-2.8273222818829042
