Customer,Product_Group,Recency,Avg_Price_L3Y,Revenue_L12,Customer_Size,l3y_volume,standard_cost,l12_sales_vol,Current_Price,node,segment,lnvolume,lnAvg_Price_L3Y,lin_reg,elasticity,AVG_PE
14007,Product_A,2,48.0,180,1178.13,3.74,10,1.2,52.8,46.553909,4,1.3190856114264407,3.871201010907891,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
14057,Product_A,5,41.6,366,3080.1,29.94,10,10.0,45.76,51.164471,6,3.3991953789914824,3.728100167267218,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
14471,Product_A,3,53.8,1471,7554.98,53.2,10,17.7,59.18,42.45049,3,3.9740583963475986,3.9852734671677386,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
14548,Product_A,1,28.1,838,23253.94,200.29,10,66.8,30.91,42.45049,3,5.299766316313141,3.3357695763397,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
14596,Product_A,2,52.6,838,11714.52,83.25,10,27.8,57.86,42.45049,3,4.421848128860553,3.9627161197436642,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
14598,Product_A,2,31.4,122,3459.03,14.44,10,4.8,34.54,35.716822,1,2.67000213346468,3.4468078929142076,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
14607,Product_A,1,28.1,1190,27064.97,87.02,10,29.0,30.91,42.45049,3,4.466137977292534,3.3357695763397,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
14635,Product_A,4,26.8,119,6125.17,76.61,10,25.5,29.48,35.716822,1,4.33872761652873,3.288401887516811,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
15351,Product_A,5,29.0,108,149.34,3.74,10,1.2,31.9,35.716822,1,1.3190856114264407,3.367295829986474,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
15457,Product_A,3,34.6,416,49810.55,43.25,10,14.4,38.06,31.596296,0,3.7669972333778885,3.543853682063679,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
15691,Product_A,8,32.3,128,19157.79,49.87,10,16.6,35.53,35.716822,1,3.9094196195580313,3.475067230228611,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
15693,Product_A,10,46.8,183,1548.6,7.45,10,2.5,51.48,46.553909,4,2.0082140323914683,3.845883202923601,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
15818,Product_A,4,52.1,1573,9471.72,60.33,10,20.1,57.31,42.45049,3,4.09982949245267,3.9531649487593215,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
15826,Product_A,4,37.6,236,56997.46,19.54,10,6.5,41.36,31.596296,0,2.972463646614637,3.6270040503958487,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
15892,Product_A,2,25.4,519,2910.66,60.71,10,20.2,27.94,51.164471,6,4.106108429142343,3.2347491740244907,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
15981,Product_A,2,30.8,146,16747.51,94.94,10,31.6,33.88,49.046667,5,4.553245113123172,3.427514689979529,"{'intercept_': 3.1201860417757703, 'coef_': array([-0.28304676])}",3.1201860417757703,6.710931309193553
15989,Product_A,8,40.0,504,2584.04,27.2,10,9.1,44.0,51.164471,6,3.3032169733019514,3.6888794541139363,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
15995,Product_A,5,52.4,1021,9253.06,22.87,10,7.6,57.64,42.45049,3,3.12982600803469,3.9589065913269965,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16091,Product_A,5,31.2,197,3712.24,46.53,10,15.5,34.32,46.553909,4,3.8400972658565573,3.4404180948154366,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
16092,Product_A,8,25.9,109,18492.93,189.72,10,63.2,28.49,35.716822,1,5.2455493010093805,3.254242968705492,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
16124,Product_A,2,40.0,704,9378.99,91.83,10,30.6,44.0,42.45049,3,4.519939041625431,3.6888794541139363,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16140,Product_A,8,28.8,849,14328.56,166.9,10,55.6,31.68,42.45049,3,5.11739483066779,3.3603753871419,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16151,Product_A,4,49.0,408,10373.42,46.16,10,15.4,53.9,42.45049,3,3.832113622199844,3.8918202981106265,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16188,Product_A,1,21.8,835,21160.26,93.37,10,31.1,23.98,42.45049,3,4.5365700944958345,3.0819099697950434,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16235,Product_A,7,55.2,214,2526.22,16.22,10,5.4,60.72,51.164471,6,2.7862450486872667,4.01096295328305,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
16246,Product_A,5,16.7,196,24952.36,37.74,10,12.6,18.37,42.45049,3,3.630720539940404,2.8154087194227095,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16250,Product_A,10,46.3,199,17160.81,27.03,10,9.0,50.93,42.45049,3,3.2969473602883563,3.835141961092188,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16302,Product_A,1,28.1,1070,11020.71,112.8,10,37.6,30.91,42.45049,3,4.725616339063959,3.3357695763397,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16391,Product_A,1,42.2,1412,11247.61,86.54,10,28.8,46.42,42.45049,3,4.460606734796738,3.742420221041966,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
16574,Product_A,3,40.9,145,2086.28,23.29,10,7.8,44.99,35.716822,1,3.1480240838962494,3.711130063048756,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
19395,Product_A,1,36.5,831,13888.1,153.18,10,51.1,40.15,42.45049,3,5.031613700481447,3.597312260588446,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
19570,Product_A,4,22.0,336,55419.28,19.15,10,6.4,24.2,31.596296,0,2.952302715626655,3.091042453358316,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
19978,Product_A,9,61.8,241,2531.06,18.7,10,6.2,67.98,51.164471,6,2.928523523860541,4.123903364463645,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20009,Product_A,7,37.5,904,18814.5,59.02,10,19.7,41.25,42.45049,3,4.077876369514794,3.624340932976365,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20026,Product_A,1,24.1,3522,113929.75,481.94,10,160.6,26.51,31.596296,0,6.177819624974356,3.1822118404966093,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20083,Product_A,1,41.2,931,78712.65,87.73,10,29.2,45.32,31.596296,0,4.474263916140292,3.7184382563554808,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20146,Product_A,1,20.1,1053,239182.93,216.33,10,72.1,22.11,31.596296,0,5.376805019596778,3.0007198150650303,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20150,Product_A,3,36.1,293,1392.18,14.97,10,5.0,39.71,51.164471,6,2.706048198431537,3.586292865338835,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20165,Product_A,2,33.7,162,4429.93,74.03,10,24.7,37.07,49.046667,5,4.304470416455007,3.517497837358316,"{'intercept_': 3.1201860417757703, 'coef_': array([-0.28304676])}",3.1201860417757703,6.710931309193553
20179,Product_A,4,61.4,1068,2389.87,30.82,10,10.3,67.54,51.164471,6,3.42816382989197,4.117409835153096,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20187,Product_A,7,56.4,1379,58829.4,54.47,10,18.2,62.04,31.596296,0,3.9976500913955832,4.032469158504013,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20210,Product_A,1,30.1,1018,19267.68,129.27,10,43.1,33.11,42.45049,3,4.861903240295856,3.40452517175483,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20220,Product_A,6,52.4,388,4420.09,14.35,10,4.8,57.64,51.164471,6,2.66374994220563,3.9589065913269965,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20236,Product_A,2,22.7,815,31711.92,67.79,10,22.6,24.97,42.45049,3,4.216414691442874,3.122364924487357,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20266,Product_A,6,64.3,1244,1796.05,22.87,10,7.6,70.73,51.164471,6,3.12982600803469,4.163559631243574,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20267,Product_A,10,61.6,478,1258.25,14.96,10,5.0,67.76,51.164471,6,2.7053799725463312,4.120661870539474,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20278,Product_A,1,54.7,607,47690.13,34.48,10,11.5,60.17,31.596296,0,3.5403794457954922,4.001863709427935,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20324,Product_A,1,33.4,397,2732.38,57.36,10,19.1,36.74,51.164471,6,4.0493471962913645,3.5085558999826545,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20345,Product_A,11,39.1,282,9119.5,21.81,10,7.3,43.01,42.45049,3,3.0823685802135374,3.66612246699132,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20355,Product_A,3,34.0,120,155.36,3.54,10,1.2,37.4,35.716822,1,1.264126727145683,3.5263605246161616,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
20358,Product_A,8,53.0,612,6386.65,37.84,10,12.6,58.3,51.164471,6,3.6333667441836774,3.970291913552122,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20359,Product_A,1,53.1,418,3412.6,41.55,10,13.9,58.41,51.164471,6,3.7268975213014572,3.9721769282478934,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20360,Product_A,8,59.4,247,3791.76,4.16,10,1.4,65.34,51.164471,6,1.425515074273172,4.084294226368599,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20387,Product_A,3,48.4,204,2895.01,7.49,10,2.5,53.24,51.164471,6,2.0135687975291283,3.879499813722586,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20388,Product_A,6,49.5,817,2781.81,39.93,10,13.3,54.45,51.164471,6,3.6871279210751298,3.901972669574645,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20389,Product_A,9,44.4,760,3089.54,34.78,10,11.6,48.84,51.164471,6,3.549042508926137,3.7932394694381792,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20401,Product_A,5,29.5,249,1403.64,23.29,10,7.8,32.45,51.164471,6,3.1480240838962494,3.3843902633457743,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20406,Product_A,1,53.0,2054,7268.3,90.61,10,30.2,58.3,51.164471,6,4.5065645822339695,3.970291913552122,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20409,Product_A,1,42.1,2408,6100.15,104.67,10,34.9,46.31,51.164471,6,4.650812543866793,3.7400477406883357,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20411,Product_A,1,50.3,1233,14871.07,108.55,10,36.2,55.33,42.45049,3,4.6872108963243,3.9180050771056933,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20430,Product_A,3,42.1,3092,20045.48,149.58,10,49.9,46.31,42.45049,3,5.007831366763521,3.7400477406883357,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20446,Product_A,4,34.1,151,9068.67,27.45,10,9.2,37.51,41.500467,2,3.3123661679555396,3.529297384289471,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
20481,Product_A,6,62.1,249,1614.32,19.13,10,6.4,68.31,51.164471,6,2.9512577834521614,4.128745988939433,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20502,Product_A,1,48.8,192,3625.26,14.96,10,5.0,53.68,46.553909,4,2.7053799725463312,3.8877303128591016,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
20523,Product_A,2,63.7,1611,2113.95,32.86,10,11.0,70.07,51.164471,6,3.492256112609122,4.154184562578117,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20526,Product_A,6,46.9,182,3598.41,7.42,10,2.5,51.59,46.553909,4,2.004179057179289,3.8480176754522337,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
20532,Product_A,11,38.4,1435,45842.47,158.01,10,52.7,42.24,31.596296,0,5.062658322163408,3.648057459593681,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20536,Product_A,5,53.4,1053,5137.87,79.39,10,26.5,58.74,51.164471,6,4.374372415737022,3.977810745966149,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20540,Product_A,1,42.3,1313,4162.31,49.81,10,16.6,46.53,51.164471,6,3.908215767085192,3.744787086052232,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20578,Product_A,12,50.6,189,189.36,3.74,10,1.2,55.66,46.553909,4,1.3190856114264407,3.92395157629342,"{'intercept_': 6.768306562405984, 'coef_': array([-1.19685004])}",6.768306562405984,6.710931309193553
20581,Product_A,11,57.6,502,4779.77,48.25,10,16.1,63.36,51.164471,6,3.876395827784995,4.053522567701846,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20599,Product_A,3,46.7,1009,11850.22,116.27,10,38.8,51.37,42.45049,3,4.755915072680517,3.8437441646748516,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20602,Product_A,7,47.3,367,1704.4,34.07,10,11.4,52.03,51.164471,6,3.5284172316728752,3.856510295497887,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20616,Product_A,5,64.8,246,1149.08,7.9,10,2.6,71.28,51.164471,6,2.066862759472976,4.1713056033582285,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20635,Product_A,8,57.5,438,3218.62,11.64,10,3.9,63.25,51.164471,6,2.454447442303292,4.051784947803305,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20641,Product_A,3,39.6,2066,23616.28,237.77,10,79.3,43.56,42.45049,3,5.471303819864311,3.6788291182604347,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20645,Product_A,9,56.0,462,3386.55,42.01,10,14.0,61.6,51.164471,6,3.7379076851812907,4.02535169073515,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20650,Product_A,9,43.4,168,794.16,7.48,10,2.5,47.74,41.500467,2,2.012232791986386,3.770459441106359,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
20664,Product_A,1,60.9,1463,17119.65,61.55,10,20.5,66.99,42.45049,3,4.1198498526304625,4.109233174715851,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20698,Product_A,2,45.8,2444,16952.2,157.31,10,52.4,50.38,42.45049,3,5.058218380834414,3.824284091120139,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20713,Product_A,1,46.6,628,5095.63,56.2,10,18.7,51.26,51.164471,6,4.028916756899646,3.8416005411316,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20727,Product_A,9,42.1,332,10984.3,100.39,10,33.5,46.31,42.45049,3,4.609062600703435,3.7400477406883357,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20748,Product_A,4,27.0,374,44184.59,13.87,10,4.6,29.7,31.596296,0,2.6297282343267403,3.295836866004329,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20795,Product_A,5,60.7,265,805.47,8.31,10,2.8,66.77,51.164471,6,2.1174596088673567,4.1059436980654525,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20829,Product_A,1,37.1,836,8795.78,46.12,10,15.4,40.81,42.45049,3,3.8312466954008584,3.6136169696133895,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20830,Product_A,2,37.7,1498,94123.92,111.04,10,37.0,41.47,31.596296,0,4.7098904967584945,3.629660094453965,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
20833,Product_A,2,23.7,2330,14593.14,184.92,10,61.6,26.07,42.45049,3,5.219923299120024,3.1654750481410856,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20864,Product_A,11,32.8,143,1036.35,19.52,10,6.5,36.08,35.716822,1,2.9714395809849465,3.490428515390098,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
20893,Product_A,12,53.8,205,720.58,7.48,10,2.5,59.18,51.164471,6,2.012232791986386,3.9852734671677386,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20898,Product_A,2,34.3,1325,19223.54,155.96,10,52.0,37.73,42.45049,3,5.049599564114397,3.535145354171894,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
20900,Product_A,5,40.4,137,10197.13,7.49,10,2.5,44.44,35.716822,1,2.0135687975291283,3.6988297849671046,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
20971,Product_A,7,40.3,307,4346.34,11.22,10,3.7,44.33,51.164471,6,2.4176979000945504,3.696351468952637,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
20979,Product_A,1,55.4,2217,8705.22,103.89,10,34.6,60.94,42.45049,3,4.64333264708244,4.014579593753238,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
21001,Product_A,5,46.8,223,42311.95,23.71,10,7.9,51.48,31.596296,0,3.165896900077314,3.845883202923601,"{'intercept_': 9.27666951451969, 'coef_': array([-1.45293861])}",9.27666951451969,6.710931309193553
21048,Product_A,11,39.1,149,30108.31,7.48,10,2.5,43.01,41.500467,2,2.012232791986386,3.66612246699132,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
21074,Product_A,7,45.0,525,2799.05,27.43,10,9.1,49.5,51.164471,6,3.311637304949512,3.8066624897703196,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21116,Product_A,1,53.6,535,7847.36,23.65,10,7.9,58.96,42.45049,3,3.1633631149379418,3.9815490680767565,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
21142,Product_A,3,40.7,573,4139.35,23.65,10,7.9,44.77,51.164471,6,3.1633631149379418,3.7062280924485496,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21185,Product_A,6,44.8,285,284.61,6.36,10,2.1,49.28,51.164471,6,1.8500283773520307,3.8022081394209395,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21228,Product_A,3,62.5,978,4988.66,45.3,10,15.1,68.75,51.164471,6,3.8133070324889884,4.135166556742356,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21239,Product_A,5,22.8,393,7953.44,46.16,10,15.4,25.08,42.45049,3,3.832113622199844,3.126760535960395,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
21250,Product_A,11,59.7,248,6218.92,4.16,10,1.4,65.67,51.164471,6,1.425515074273172,4.089332020398556,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21300,Product_A,7,63.5,488,2106.25,18.71,10,6.2,69.85,51.164471,6,2.9290581402859983,4.151039905898646,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21325,Product_A,7,47.9,152,418.67,6.68,10,2.2,52.69,41.500467,2,1.8991179875485542,3.8691155044168695,"{'intercept_': 7.791230885275283, 'coef_': array([-1.52279876])}",7.791230885275283,6.710931309193553
21331,Product_A,3,49.8,1370,20246.58,129.77,10,43.3,54.78,42.45049,3,4.8657636527491395,3.9080149840306073,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
21386,Product_A,11,49.9,547,5973.07,45.35,10,15.1,54.89,51.164471,6,3.814410176561146,3.910021002757473,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21429,Product_A,10,59.3,231,1780.75,19.13,10,6.4,65.23,51.164471,6,2.9512577834521614,4.08260930600368,"{'intercept_': 7.352321168603478, 'coef_': array([-1.14285895])}",7.352321168603478,6.710931309193553
21466,Product_A,6,32.9,125,20099.36,7.48,10,2.5,36.19,35.716822,1,2.012232791986386,3.493472657771326,"{'intercept_': 3.968844375944699, 'coef_': array([-0.55282215])}",3.968844375944699,6.710931309193553
21477,Product_A,3,42.6,184,11519.82,33.67,10,11.2,46.86,42.45049,3,3.516607233172983,3.751854253275325,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
21491,Product_A,1,23.1,1031,16804.49,182.06,10,60.7,25.41,42.45049,3,5.204336303077143,3.139832617527748,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
21507,Product_A,4,36.0,724,7814.55,56.27,10,18.8,39.6,42.45049,3,4.030161533445187,3.58351893845611,"{'intercept_': 5.242900417117241, 'coef_': array([-0.2691711])}",5.242900417117241,6.710931309193553
