Rule,Customer,Product_Group,Recency,Avg_Price_L3Y,Revenue_L12,Customer_Size,l3y_volume,standard_cost,l12_sales_vol,Current_Price,Subrules,lnvolume,lnAvg_Price_L3Y,term.x,elasticity,pinc,pinc_constrained
4,2027937,Product_A,5,"32,5",122,"201,75","3,74",10,"1,2","35,75",NA,"1,31908561142644","3,48124008933569",lnAvg_Price_L3Y,"-0,507570374710529","0,624945213600216","0,19696843861799"
4,2028377,Product_A,9,"27,3",105,"555,51","11,22",10,"3,7","30,03",NA,"2,41769790009455","3,30688670219091",lnAvg_Price_L3Y,"-0,507570374710529","0,651585240240242","0,196968438617991"
4,2741178,Product_A,5,28,105,"521,22","3,74",10,"1,2","30,8",NA,"1,31908561142644","3,3322045101752",lnAvg_Price_L3Y,"-0,507570374710529","0,647422736077741","0,19696843861799"
4,2097124,Product_A,8,29,123,18211,"11,65",10,"3,9","31,9",NA,"2,45530618001171","3,36729582998647",lnAvg_Price_L3Y,"-0,507570374710529","0,6418248856523","0,196968438617991"
4,2743198,Product_A,11,35,121,"161,1","3,46",10,"1,2","38,5",NA,"1,24126858906963","3,55534806148941",lnAvg_Price_L3Y,"-0,507570374710529","0,614955203610205","0,19696843861799"
4,2031461,Product_A,2,"21,2",116,"3513,79","7,48",10,"2,5","23,32",NA,"2,01223279198639","3,05400118167797",lnAvg_Price_L3Y,"-0,507570374710529","0,699493307016233","0,196968438617991"
4,2720680,Product_A,12,"26,9",121,"18504,47","15,38",10,"5,1","29,59",NA,"2,7330679640775","3,29212628660779",lnAvg_Price_L3Y,"-0,507570374710529","0,654061079147308","0,196968438617991"
4,21466,Product_A,6,"32,9",125,"20099,36","7,48",10,"2,5","36,19",NA,"2,01223279198639","3,49347265777133",lnAvg_Price_L3Y,"-0,507570374710529","0,623244786367873","0,196968438617991"
4,2241374,Product_A,7,"33,3",127,"7012,95","7,51",10,"2,5","36,63",NA,"2,01623546577604","3,5055573969864",lnAvg_Price_L3Y,"-0,507570374710529","0,621585210240212","0,196968438617991"
4,2745345,Product_A,7,"33,4",125,"169,88","3,74",10,"1,2","36,74",NA,"1,31908561142644","3,50855589998265",lnAvg_Price_L3Y,"-0,507570374710529","0,6211765271968","0,19696843861799"
4,2725077,Product_A,12,"33,9",127,"7260,45","3,74",10,"1,2","37,29",NA,"1,31908561142644","3,5234150143864",lnAvg_Price_L3Y,"-0,507570374710529","0,619169278620741","0,19696843861799"
4,21679,Product_A,7,"34,1",121,"50892,38","3,54",10,"1,2","37,51",NA,"1,26412672714568","3,52929738428947",lnAvg_Price_L3Y,"-0,507570374710529","0,618382860996807","0,19696843861799"
4,22563,Product_A,4,"26,9",121,"945,37","11,22",10,"3,7","29,59",NA,"2,41769790009455","3,29212628660779",lnAvg_Price_L3Y,"-0,507570374710529","0,654061079147307","0,196968438617991"
4,2735999,Product_A,8,30,105,"312,24","7,13",10,"2,4",33,NA,"1,9643112344262","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,19696843861799"
4,2654916,Product_A,9,"28,1",117,"184,15","4,16",10,"1,4","30,91",NA,"1,42551507427317","3,3357695763397",lnAvg_Price_L3Y,"-0,507570374710529","0,646845021976893","0,196968438617991"
4,2709158,Product_A,11,"34,4",107,"527,98","3,11",10,1,"37,84",NA,"1,13462272619114","3,53805656437935",lnAvg_Price_L3Y,"-0,507570374710529","0,617220380293987","0,196968438617991"
4,2745111,Product_A,7,"34,5",127,"206,96","3,68",10,"1,2","37,95",NA,"1,30291275218084","3,54095932403731",lnAvg_Price_L3Y,"-0,507570374710529","0,616837379405425","0,19696843861799"
4,2742174,Product_A,12,37,112,"221,96","3,03",10,1,"40,7",NA,"1,10856261952128","3,61091791264422",lnAvg_Price_L3Y,"-0,507570374710529","0,6079351965902","0,196968438617991"
4,2638071,Product_A,3,31,116,"4396,7","35,74",10,"11,9","34,1",NA,"3,57627050973128","3,43398720448515",lnAvg_Price_L3Y,"-0,507570374710529","0,631712639722481","0,196968438617991"
4,2444269,Product_A,2,"27,4",117,"2017,26","8,32",10,"2,8","30,14",NA,"2,11866225483312","3,31054301339402",lnAvg_Price_L3Y,"-0,507570374710529","0,650977575399","0,196968438617991"
4,2444871,Product_A,12,"31,2",112,"7181,36","35,1",10,"11,7","34,32",NA,"3,55820113047182","3,44041809481544",lnAvg_Price_L3Y,"-0,507570374710529","0,630772719427723","0,196968438617991"
4,2489754,Product_A,9,"32,4",126,"242,88","7,49",10,"2,5","35,64",NA,"2,01356879752913","3,47815842279828",lnAvg_Price_L3Y,"-0,507570374710529","0,625376880698548","0,196968438617991"
4,2677851,Product_A,5,"33,7",110,"705,6","10,3",10,"3,4","37,07",NA,"2,33214389523559","3,51749783735832",lnAvg_Price_L3Y,"-0,507570374710529","0,619965030578488","0,196968438617991"
4,2744055,Product_A,8,"33,8",127,"216,52","3,74",10,"1,2","37,18",NA,"1,31908561142644","3,52046080248897",lnAvg_Price_L3Y,"-0,507570374710529","0,619565977451752","0,19696843861799"
4,2377213,Product_A,2,"35,9",116,"10258,26","11,22",10,"3,7","39,49",NA,"2,41769790009455","3,58073729549423",lnAvg_Price_L3Y,"-0,507570374710529","0,611699406482541","0,196968438617991"
4,2683416,Product_A,6,"30,8",107,"377,76","6,75",10,"2,3","33,88",NA,"1,90954250488444","3,42751468997953",lnAvg_Price_L3Y,"-0,507570374710529","0,632664766774314","0,196968438617991"
4,2744308,Product_A,6,16,108,"1116,32","6,74",10,"2,2","17,6",NA,"1,90805992492422","2,77258872223978",lnAvg_Price_L3Y,"-0,507570374710529","0,769175982830987","0,196968438617991"
4,2645523,Product_A,8,"31,1",102,"247,78","6,98",10,"2,3","34,21",NA,"1,94304891677428","3,43720781918519",lnAvg_Price_L3Y,"-0,507570374710529","0,631241168449225","0,196968438617991"
4,1996067,Product_A,8,"30,7",119,"1408,96","14,96",10,5,"33,77",NA,"2,70537997254633","3,42426265459315",lnAvg_Price_L3Y,"-0,507570374710529","0,633145482386804","0,196968438617991"
4,1996371,Product_A,9,"33,6",116,"1982,99","14,69",10,"4,9","36,96",NA,"2,68716699018579","3,51452606696916",lnAvg_Price_L3Y,"-0,507570374710529","0,620366459021459","0,196968438617991"
4,2429264,Product_A,12,"28,9",104,"11370,7","11,64",10,"3,9","31,79",NA,"2,45444744230329","3,36384159511839",lnAvg_Price_L3Y,"-0,507570374710529","0,642367237942655","0,196968438617991"
4,1996747,Product_A,7,"33,9",127,"126,82","3,74",10,"1,2","37,29",NA,"1,31908561142644","3,5234150143864",lnAvg_Price_L3Y,"-0,507570374710529","0,619169278620741","0,19696843861799"
4,1997278,Product_A,2,"35,3",119,"1076,89","11,22",10,"3,7","38,83",NA,"2,41769790009455","3,56388296393925",lnAvg_Price_L3Y,"-0,507570374710529","0,613851491458335","0,196968438617991"
4,2017600,Product_A,5,27,112,"663,51","14,96",10,5,"29,7",NA,"2,70537997254633","3,29583686600433",lnAvg_Price_L3Y,"-0,507570374710529","0,653435242090245","0,196968438617991"
4,2017680,Product_A,9,"29,8",114,"1466,15","11,23",10,"3,7","32,78",NA,"2,41858876875035","3,39450839351136",lnAvg_Price_L3Y,"-0,507570374710529","0,637617105466738","0,196968438617991"
4,2737419,Product_A,5,"20,6",125,"254,2","7,14",10,"2,4","22,66",NA,"1,96571277635149","3,02529107579554",lnAvg_Price_L3Y,"-0,507570374710529","0,705738207014569","0,19696843861799"
4,8991853,Product_A,7,"31,7",122,"1131,22","21,29",10,"7,1","34,87",NA,"3,05823747890539","3,45631668088323",lnAvg_Price_L3Y,"-0,507570374710529","0,628474807035172","0,196968438617991"
4,2746631,Product_A,4,30,112,"255,2","3,74",10,"1,2",33,NA,"1,31908561142644","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,19696843861799"
4,8996178,Product_A,8,"28,7",119,"1365,62","7,9",10,"2,6","31,57",NA,"2,06686275947298","3,35689712276558",lnAvg_Price_L3Y,"-0,507570374710529","0,643463280898771","0,19696843861799"
4,2747670,Product_A,3,"28,5",107,"131,59","3,74",10,"1,2","31,35",NA,"1,31908561142644","3,3499040872746",lnAvg_Price_L3Y,"-0,507570374710529","0,64457470691392","0,19696843861799"
4,2734927,Product_A,12,30,112,"230,2","3,74",10,"1,2",33,NA,"1,31908561142644","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,19696843861799"
4,2003660,Product_A,7,"42,1",119,"2524,55","7,89",10,"2,6","46,31",NA,"2,06559613485778","3,74004774068834",lnAvg_Price_L3Y,"-0,507570374710529","0,593053115199802","0,19696843861799"
4,8994628,Product_A,9,"31,2",117,"116,63","3,74",10,"1,2","34,32",NA,"1,31908561142644","3,44041809481544",lnAvg_Price_L3Y,"-0,507570374710529","0,630772719427725","0,19696843861799"
4,2721927,Product_A,3,"34,2",110,"388,46","3,22",10,"1,1","37,62",NA,"1,16938135955632","3,53222564406856",lnAvg_Price_L3Y,"-0,507570374710529","0,617993101384945","0,196968438617991"
4,2672646,Product_A,11,25,106,"3719,11","7,48",10,"2,5","27,5",NA,"2,01223279198639","3,2188758248682",lnAvg_Price_L3Y,"-0,507570374710529","0,666903255558259","0,196968438617991"
4,2097593,Product_A,3,"44,6",119,"1611,21","13,71",10,"4,6","49,06",NA,"2,61812549357422","3,79773385902602",lnAvg_Price_L3Y,"-0,507570374710529","0,587001094938609","0,196968438617991"
4,2742444,Product_A,12,36,118,"117,72","3,27",10,"1,1","39,6",NA,"1,18478998490916","3,58351893845611",lnAvg_Price_L3Y,"-0,507570374710529","0,611347700002702","0,196968438617991"
4,2687500,Product_A,8,"102,5",104,"978,69","14,96",10,5,"112,75",NA,"2,70537997254633","4,62986279857846",lnAvg_Price_L3Y,"-0,507570374710529","0,52943097174451","0,196968438617991"
4,2745422,Product_A,7,35,120,"419,1","3,43",10,"1,1","38,5",NA,"1,23256026117785","3,55534806148941",lnAvg_Price_L3Y,"-0,507570374710529","0,614955203610204","0,196968438617991"
4,2743132,Product_A,10,30,125,"584,03","4,16",10,"1,4",33,NA,"1,42551507427317","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,196968438617991"
4,2677822,Product_A,7,"34,2",127,"2626,82","35,26",10,"11,8","37,62",NA,"3,56274917696972","3,53222564406856",lnAvg_Price_L3Y,"-0,507570374710529","0,617993101384945","0,196968438617991"
4,2736968,Product_A,7,"28,9",109,"1216,37","25,72",10,"8,6","31,79",NA,"3,24726889936942","3,36384159511839",lnAvg_Price_L3Y,"-0,507570374710529","0,642367237942657","0,196968438617991"
4,2507937,Product_A,5,"30,4",120,"1042,01","18,7",10,"6,2","33,44",NA,"2,92852352386054","3,41444260841218",lnAvg_Price_L3Y,"-0,507570374710529","0,634606604840553","0,196968438617991"
4,2732521,Product_A,11,"29,3",122,"538,42","7,48",10,"2,5","32,23",NA,"2,01223279198639","3,37758751602302",lnAvg_Price_L3Y,"-0,507570374710529","0,640220041161733","0,196968438617991"
4,2074459,Product_A,8,"32,8",127,"4067,29","19,14",10,"6,4","36,08",NA,"2,95178038602481","3,4904285153901",lnAvg_Price_L3Y,"-0,507570374710529","0,623666005003935","0,196968438617991"
4,8993905,Product_A,8,32,124,"3206,38","11,04",10,"3,7","35,2",NA,"2,40152504084895","3,46573590279973",lnAvg_Price_L3Y,"-0,507570374710529","0,627130528285528","0,196968438617991"
4,8994789,Product_A,6,"30,9",114,"15253,43","3,68",10,"1,2","33,99",NA,"1,30291275218084","3,4307561839037",lnAvg_Price_L3Y,"-0,507570374710529","0,632187162589738","0,19696843861799"
4,2689305,Product_A,11,36,118,"160,72","3,27",10,"1,1","39,6",NA,"1,18478998490916","3,58351893845611",lnAvg_Price_L3Y,"-0,507570374710529","0,611347700002702","0,196968438617991"
4,2621413,Product_A,4,"32,3",121,"1383,51","3,74",10,"1,2","35,53",NA,"1,31908561142644","3,47506723022861",lnAvg_Price_L3Y,"-0,507570374710529","0,625811220658177","0,19696843861799"
4,2745210,Product_A,6,34,127,"447,16","3,74",10,"1,2","37,4",NA,"1,31908561142644","3,52636052461616",lnAvg_Price_L3Y,"-0,507570374710529","0,618774913312268","0,19696843861799"
4,2733604,Product_A,12,"34,7",122,"2202,44","10,01",10,"3,3","38,17",NA,"2,30358459332713","3,54673968695281",lnAvg_Price_L3Y,"-0,507570374710529","0,616078000122052","0,196968438617991"
4,2670956,Product_A,6,"28,3",106,"319,02","7,48",10,"2,5","31,13",NA,"2,01223279198639","3,34286180464919",lnAvg_Price_L3Y,"-0,507570374710529","0,645701842130697","0,196968438617991"
4,2731263,Product_A,7,"26,8",108,"678,4","14,97",10,5,"29,48",NA,"2,70604819843154","3,28840188751681",lnAvg_Price_L3Y,"-0,507570374710529","0,654691586630169","0,196968438617991"
4,2707664,Product_A,2,"28,8",123,"535,89","7,48",10,"2,5","31,68",NA,"2,01223279198639","3,3603753871419",lnAvg_Price_L3Y,"-0,507570374710529","0,642913356568358","0,196968438617991"
4,2379336,Product_A,7,"31,5",122,"2921,5","7,49",10,"2,5","34,65",NA,"2,01356879752913","3,44998754583159",lnAvg_Price_L3Y,"-0,507570374710529","0,62938521804022","0,196968438617991"
4,2535703,Product_A,10,"32,6",126,"2580,08","7,48",10,"2,5","35,86",NA,"2,01223279198639","3,48431228837266",lnAvg_Price_L3Y,"-0,507570374710529","0,624516194766287","0,196968438617991"
4,2644488,Product_A,6,"29,3",111,"902,67","17,31",10,"5,8","32,23",NA,"2,85128436918812","3,37758751602302",lnAvg_Price_L3Y,"-0,507570374710529","0,640220041161736","0,196968438617991"
4,2685238,Product_A,4,30,125,"3274,5","4,15",10,"1,4",33,NA,"1,42310833424261","3,40119738166216",lnAvg_Price_L3Y,"-0,507570374710529","0,636600225255229","0,196968438617991"
5,10117,Product_A,12,"37,5",135,"135,11","3,6",10,"1,2","41,25",NA,"1,28093384546206","3,62434093297637",lnAvg_Price_L3Y,"-0,477099244879545","0,669212103115754","0,209545719040648"
5,2501588,Product_A,4,"36,3",136,"372,77","3,74",10,"1,2","39,93",NA,"1,31908561142644","3,5918177412708",lnAvg_Price_L3Y,"-0,477099244879545","0,67321911538723","0,209545719040648"
5,2502498,Product_A,10,36,135,"134,71","3,74",10,"1,2","39,6",NA,"1,31908561142644","3,58351893845611",lnAvg_Price_L3Y,"-0,477099244879545","0,674262608166259","0,209545719040648"
5,2393718,Product_A,8,"47,6",142,"22620,22","22,98",10,"7,7","52,36",NA,"3,13462427242061","3,86283276123737",lnAvg_Price_L3Y,"-0,477099244879545","0,643492724455202","0,209545719040648"
5,2016581,Product_A,3,"48,2",140,"1108,23","15,8",10,"5,3","53,02",NA,"2,76000994003292","3,87535902105655",lnAvg_Price_L3Y,"-0,477099244879545","0,642304018116381","0,209545719040648"
5,2393821,Product_A,2,"36,1",144,"851,31","14,7",10,"4,9","39,71",NA,"2,68784749378469","3,58629286533884",lnAvg_Price_L3Y,"-0,477099244879545","0,673912850198773","0,209545719040648"
5,2394097,Product_A,11,"38,2",140,"856,29","14,5",10,"4,8","42,02",NA,"2,67414864942653","3,64283551561253",lnAvg_Price_L3Y,"-0,477099244879545","0,666990938590925","0,209545719040648"
5,15691,Product_A,8,"32,3",128,"19157,79","49,87",10,"16,6","35,53",NA,"3,90941961955803","3,47506723022861",lnAvg_Price_L3Y,"-0,477099244879545","0,688726128821729","0,209545719040648"
5,2019284,Product_A,9,"44,9",135,"218,03",3,10,1,"49,39",NA,"1,09861228866811","3,80443779474821",lnAvg_Price_L3Y,"-0,477099244879545","0,649235049731127","0,209545719040648"
5,2036690,Product_A,8,36,135,"5745,84","3,74",10,"1,2","39,6",NA,"1,31908561142644","3,58351893845611",lnAvg_Price_L3Y,"-0,477099244879545","0,674262608166259","0,209545719040648"
5,2037299,Product_A,10,"34,5",131,"2488,26","7,51",10,"2,5","37,95",NA,"2,01623546577604","3,54095932403731",lnAvg_Price_L3Y,"-0,477099244879545","0,679752287568982","0,209545719040648"
5,2511091,Product_A,7,"36,2",135,"3111,47","3,74",10,"1,2","39,82",NA,"1,31908561142644","3,58905911883173",lnAvg_Price_L3Y,"-0,477099244879545","0,673565024595747","0,209545719040648"
5,16574,Product_A,3,"40,9",145,"2086,28","23,29",10,"7,8","44,99",NA,"3,14802408389625","3,71113006304876",lnAvg_Price_L3Y,"-0,477099244879545","0,659135789860958","0,209545719040648"
5,2403915,Product_A,2,"45,4",141,709,"6,93",10,"2,3","49,94",NA,"1,93585981320181","3,8155121050473",lnAvg_Price_L3Y,"-0,477099244879545","0,648120126076642","0,209545719040648"
5,2633540,Product_A,8,"38,1",143,"650,12","3,74",10,"1,2","41,91",NA,"1,31908561142644","3,64021428213266",lnAvg_Price_L3Y,"-0,477099244879545","0,667303250813202","0,209545719040648"
5,2082538,Product_A,12,"35,5",135,"773,71","7,51",10,"2,5","39,05",NA,"2,01623546577604","3,56953269648137",lnAvg_Price_L3Y,"-0,477099244879545","0,676040955015028","0,209545719040648"
5,2367899,Product_A,9,"34,7",130,"229,32","3,74",10,"1,2","38,17",NA,"1,31908561142644","3,54673968695281",lnAvg_Price_L3Y,"-0,477099244879545","0,678992908285609","0,209545719040648"
5,2736536,Product_A,12,"36,5",137,"182,01","3,74",10,"1,2","40,15",NA,"1,31908561142644","3,59731226058845",lnAvg_Price_L3Y,"-0,477099244879545","0,672532983148963","0,209545719040648"
5,2367955,Product_A,7,"38,6",144,"251,94","3,74",10,"1,2","42,46",NA,"1,31908561142644","3,65325227647079",lnAvg_Price_L3Y,"-0,477099244879545","0,665757871682249","0,209545719040648"
5,2516227,Product_A,10,"38,6",144,"584,31","3,74",10,"1,2","42,46",NA,"1,31908561142644","3,65325227647079",lnAvg_Price_L3Y,"-0,477099244879545","0,665757871682249","0,209545719040648"
5,2704528,Product_A,12,"26,9",131,"1140,05","15,39",10,"5,1","29,59",NA,"2,73371794785079","3,29212628660779",lnAvg_Price_L3Y,"-0,477099244879545","0,716975987310862","0,209545719040648"
5,2706523,Product_A,8,"34,4",143,"583,78","7,48",10,"2,5","37,84",NA,"2,01223279198639","3,53805656437935",lnAvg_Price_L3Y,"-0,477099244879545","0,680135288457544","0,209545719040648"
5,2026577,Product_A,3,"32,4",138,"1796,26","22,44",10,"7,5","35,64",NA,"3,1108450806545","3,47815842279828",lnAvg_Price_L3Y,"-0,477099244879545","0,688291788862105","0,209545719040648"
5,2707294,Product_A,8,"33,7",140,"1534,38","7,48",10,"2,5","37,07",NA,"2,01223279198639","3,51749783735832",lnAvg_Price_L3Y,"-0,477099244879545","0,682879938742047","0,209545719040648"
5,2413145,Product_A,9,"37,4",140,"779,36","3,74",10,"1,2","41,14",NA,"1,31908561142644","3,62167070442049",lnAvg_Price_L3Y,"-0,477099244879545","0,669536199696537","0,209545719040648"
5,2372555,Product_A,4,"38,4",138,"895,11","7,48",10,"2,5","42,24",NA,"2,01223279198639","3,64805745959368",lnAvg_Price_L3Y,"-0,477099244879545","0,666371194024845","0,209545719040648"
5,2596527,Product_A,5,"40,3",136,"830,35","6,54",10,"2,2","44,33",NA,"1,87793716546911","3,69635146895264",lnAvg_Price_L3Y,"-0,477099244879545","0,660790417274715","0,209545719040648"
5,2739763,Product_A,5,"39,4",143,"477,01","6,74",10,"2,2","43,34",NA,"1,90805992492422","3,67376581630389",lnAvg_Price_L3Y,"-0,477099244879545","0,663366848539535","0,209545719040648"
5,2602849,Product_A,10,"44,3",140,"676,39","9,98",10,"3,3","48,73",NA,"2,30058309032337","3,79098467705109",lnAvg_Price_L3Y,"-0,477099244879545","0,650606179317957","0,209545719040648"
5,2714349,Product_A,12,38,142,"197,12","3,74",10,"1,2","41,8",NA,"1,31908561142644","3,63758615972639",lnAvg_Price_L3Y,"-0,477099244879545","0,667617206784015","0,209545719040648"
5,2610853,Product_A,7,"38,7",145,"144,74","3,74",10,"1,2","42,57",NA,"1,31908561142644","3,65583960003574",lnAvg_Price_L3Y,"-0,477099244879545","0,665453587729335","0,209545719040648"
5,2375154,Product_A,9,"29,6",128,"3335,15","26,62",10,"8,9","32,56",NA,"3,28166281296697","3,38777436133001",lnAvg_Price_L3Y,"-0,477099244879545","0,701562635466286","0,209545719040648"
5,2612187,Product_A,11,"39,1",136,"3295,41","11,23",10,"3,7","43,01",NA,"2,41858876875035","3,66612246699132",lnAvg_Price_L3Y,"-0,477099244879545","0,664252016314233","0,209545719040648"
5,2716099,Product_A,9,"35,9",131,"131,31","3,66",10,"1,2","39,49",NA,"1,29746314741327","3,58073729549423",lnAvg_Price_L3Y,"-0,477099244879545","0,674614314646099","0,209545719040648"
5,20864,Product_A,11,"32,8",143,"1036,35","19,52",10,"6,5","36,08",NA,"2,97143958098495","3,4904285153901",lnAvg_Price_L3Y,"-0,477099244879545","0,686580913167494","0,209545719040648"
5,20900,Product_A,5,"40,4",137,"10197,13","7,49",10,"2,5","44,44",NA,"2,01356879752913","3,6988297849671",lnAvg_Price_L3Y,"-0,477099244879545","0,660511233028745","0,209545719040648"
5,2031548,Product_A,10,"34,7",139,"2366,8","22,44",10,"7,5","38,17",NA,"3,1108450806545","3,54673968695281",lnAvg_Price_L3Y,"-0,477099244879545","0,678992908285607","0,209545719040648"
5,2031798,Product_A,1,35,131,"1047,69","3,74",10,"1,2","38,5",NA,"1,31908561142644","3,55534806148941",lnAvg_Price_L3Y,"-0,477099244879545","0,677870111773762","0,209545719040648"
5,2613312,Product_A,4,"44,8",140,"902,13","7,48",10,"2,5","49,28",NA,"2,01223279198639","3,80220813942094",lnAvg_Price_L3Y,"-0,477099244879545","0,649461020864671","0,209545719040648"
5,2613850,Product_A,6,"34,6",129,"129,44","3,74",10,"1,2","38,06",NA,"1,31908561142644","3,54385368206368",lnAvg_Price_L3Y,"-0,477099244879545","0,679371500558391","0,209545719040648"
5,1995810,Product_A,7,"32,1",129,"1334,48","14,96",10,5,"35,31",NA,"2,70537997254633","3,46885603013597",lnAvg_Price_L3Y,"-0,477099244879545","0,689602927244896","0,209545719040648"
5,2614305,Product_A,2,"36,3",136,"175,95","3,74",10,"1,2","39,93",NA,"1,31908561142644","3,5918177412708",lnAvg_Price_L3Y,"-0,477099244879545","0,67321911538723","0,209545719040648"
5,21565,Product_A,4,"31,8",133,"60160,44","24,24",10,"8,1","34,98",NA,"3,18800416120111","3,45946628978613",lnAvg_Price_L3Y,"-0,477099244879545","0,690938804087737","0,209545719040648"
5,21577,Product_A,7,"35,6",129,"2406,92","30,33",10,"10,1","39,16",NA,"3,41213732170049","3,57234563785798",lnAvg_Price_L3Y,"-0,477099244879545","0,675681289360221","0,209545719040648"
5,2034409,Product_A,10,"127,5",128,"5096,73","7,48",10,"2,5","140,25",NA,"2,01223279198639","4,84811636459848",lnAvg_Price_L3Y,"-0,477099244879545","0,583650605789552","0,209545719040648"
5,21801,Product_A,3,"32,5",129,"5314,23","16,33",10,"5,4","35,75",NA,"2,79300390698237","3,48124008933569",lnAvg_Price_L3Y,"-0,477099244879545","0,687860121763771","0,209545719040648"
5,21864,Product_A,12,"37,3",141,"12232,44","15,39",10,"5,1","41,03",NA,"2,73371794785079","3,61899332664977",lnAvg_Price_L3Y,"-0,477099244879545","0,66986203406059","0,209545719040648"
5,2622091,Product_A,8,"29,5",133,"4077,7","31,19",10,"10,4","32,45",NA,"3,44009753061971","3,38439026334577",lnAvg_Price_L3Y,"-0,477099244879545","0,702083186834294","0,209545719040648"
5,1998874,Product_A,6,"34,2",128,"457,49","3,74",10,"1,2","37,62",NA,"1,31908561142644","3,53222564406856",lnAvg_Price_L3Y,"-0,477099244879545","0,680908009548503","0,209545719040648"
5,2746698,Product_A,5,"36,5",137,"184,51","3,74",10,"1,2","40,15",NA,"1,31908561142644","3,59731226058845",lnAvg_Price_L3Y,"-0,477099244879545","0,672532983148963","0,209545719040648"
5,2362292,Product_A,3,49,131,"889,35","14,97",10,5,"53,9",NA,"2,70604819843154","3,89182029811063",lnAvg_Price_L3Y,"-0,477099244879545","0,640764360382296","0,209545719040648"
5,2746999,Product_A,4,35,131,"245,9","3,74",10,"1,2","38,5",NA,"1,31908561142644","3,55534806148941",lnAvg_Price_L3Y,"-0,477099244879545","0,677870111773762","0,209545719040648"
